ID.generic,Source,Latitude,Longitude,Altitude,Plant.ID,Confirm.Plant.ID,match,Plant.ID_cap,GPS.horz.corr..m.,GPS.alt.corr..m.,Direction.from.GPS,Plant.status,Num.flower.stems,Num.vegetative.stems,Estim.Flower.No,Tallest.stem.height,Leaves.to.1st.flower,First.flowered,Perennial,Cut.stems,Total.flowers,Total.Fuit,Num.aborted.flowers,Comment,veg.flowering,Accessibility,date.of.measurement,X,X.1,Date,Time,X.2,No.Replicates,Flag,AvgLat,AvgLong,AvgAlt,Notes
2699,Crusher,42.32644063,2.056334808,1270.685,m1427,m1427,1,M1427,0,0.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.04.21,6.1,Uncorrected,06.04.21,09:12:14am,0,1,0,42.32644063,2.056334808,1270.685,
7,Crusher,42.32323408,2.07671701,1210.578,M36,M36,1,M36,3,5,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,7.8,Uncorrected,05/15/21,02:32:12pm,0,1,0,42.32323408,2.07671701,1210.578,
8064,Picard,42.32553769,2.048873546,1362.329,m944,m944,1,M944,0,0,NW,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/13/21,3.6,Uncorrected,07/13/21,07:57:51am,0,1,0,42.32553769,2.048873546,1362.329,
5745,Picard,42.32491857,2.07506689,1346.815,p2647,p2647,1,P2647,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,3.4,Uncorrected,06/26/21,08:27:59am,0,1,0,42.32491857,2.07506689,1346.815,
2723,Crusher,NA,NA,NA,p2792,p2792,1,P2792,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.04.21,0,Unknown Correction,06.04.21,11:29:39am,,1,0,NA,NA,NA,
77,Picard,42.32325023,2.07676924,1198.497,P2815,P2815,1,P2815,0,0,West,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,19.6,Uncorrected,05/15/21,11:50:49am,0,1,0,42.32325023,2.07676924,1198.497,
265,Picard,42.32267429,2.074092247,1199.341,P2821,P2821,1,P2821,3,4.5,North,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,9,Uncorrected,05/16/21,03:36:33pm,0,1,0,42.32267429,2.074092247,1199.341,
3390,Picard,NA,NA,NA,p3098,p3098,1,P3098,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.10.21,0,Unknown Correction,06.10.21,09:15:11am,,1,0,NA,NA,NA,
2713,Crusher,NA,NA,NA,p3112,p3112,1,P3112,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.04.21,3,Unknown Correction,06.04.21,11:13:52am,,1,0,NA,NA,NA,
4160,Crusher,42.31730184,2.114434678,1196.134,p313,p313,1,P313,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,6/16/2021,4,Uncorrected,06/16/21,04:52:31pm,0,1,0,42.31730184,2.114434678,1196.134,
7901,Crusher,42.32630433,2.056554435,1263.684,p3247,p3247,1,P3247,5,2.5,NW,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07.12.21,8.9,Uncorrected,07.12.21,08:45:32am,0,1,0,42.32630433,2.056554435,1263.684,
2684,Crusher,42.32494905,2.062275588,1226.91,p3260,p3260,1,P3260,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.04.21,13.6,Uncorrected,06.04.21,11:12:39am,0.2,1,0,42.32494905,2.062275588,1226.91,
2722,Crusher,NA,NA,NA,p3270,p3270,1,P3270,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.04.21,0,Unknown Correction,06.04.21,11:28:12am,,1,0,NA,NA,NA,
2716,Crusher,NA,NA,NA,p3273,p3273,1,P3273,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.04.21,3,Unknown Correction,06.04.21,11:16:10am,,1,0,NA,NA,NA,
5196,Picard,42.3297945,2.053896118,1521.796,p651,p651,1,P651,2,4,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/22/21,3.8,Uncorrected,06/22/21,03:24:19pm,0,1,0,42.3297945,2.053896118,1521.796,
1713,Crusher,42.3272773,2.076488634,1375.958,pa0010,pa0010,1,PA0010,2,3.5,West,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/26/21,3.8,Uncorrected,05/26/21,01:31:37pm,0,3,0,42.32728006,2.076484533,1376.089,
1726,Crusher,42.32686866,2.076276144,1375.32,pa0014,pa0014,1,PA0014,1.5,2,West,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/26/21,2.8,Uncorrected,05/26/21,01:47:41pm,0,3,0,42.32687241,2.076272655,1374.485333,
8305,Carol,42.32724968,2.076466516,1378.786,pa0019,pa0019,1,PA0019,1.5,2,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,4.3,Uncorrected,07/15/21,07:48:19am,0,1,0,42.32724968,2.076466516,1378.786,
8299,Carol,42.3271366,2.07640781,1380.268,pa0023,pa0023,1,PA0023,1,1,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,2.9,Uncorrected,07/15/21,07:44:12am,0,1,0,42.3271366,2.07640781,1380.268,
1719,Crusher,42.32706474,2.076382671,1374.467,pa0026,pa0026,1,PA0026,2,1.8,West,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/26/21,2.7,Uncorrected,05/26/21,01:41:58pm,0,3,0,42.32706518,2.076384143,1374.324333,
8475,Carol,42.3269057,2.076266097,1372.648,pa0037,pa0037,1,PA0037,0,0,,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,07/17/21,1.9,Uncorrected,07/17/21,06:35:29am,0,3,0,42.32690525,2.076272971,1372.8765,
8309,Carol,42.32748381,2.076564402,1378.327,pa0040,pa0040,1,PA0040,1,2,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,4.6,Uncorrected,07/15/21,07:52:25am,0,1,0,42.32748381,2.076564402,1378.327,
8296,Carol,42.32699741,2.076309445,1370.078,pa0064,pa0064,1,PA0064,0.5,1.5,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,3,Uncorrected,07/15/21,07:39:58am,0,1,0,42.32699741,2.076309445,1370.078,
7416,Crusher,42.32635633,2.076061036,1381.462,pa0072,pa0072,1,PA0072,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07.07.21,5.7,Uncorrected,07.07.21,09:53:54am,0,1,0,42.32635633,2.076061036,1381.462,
8297,Carol,42.3270108,2.07632059,1367.909,pa0074,pa0074,1,PA0074,1,2,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,4,Uncorrected,07/15/21,07:41:04am,0,1,0,42.3270108,2.07632059,1367.909,
8306,Carol,42.32727031,2.076478903,1382.424,pa0082,pa0082,1,PA0082,1,2,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,2.5,Uncorrected,07/15/21,07:49:16am,0,1,0,42.32727031,2.076478903,1382.424,
8301,Carol,42.32723172,2.076454428,1381.481,pa0091,pa0091,1,PA0091,1,1.5,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,4.2,Uncorrected,07/15/21,07:45:58am,0,1,0,42.32723172,2.076454428,1381.481,
8302,Carol,42.32723095,2.076462632,1381.825,pa0098,pa0098,1,PA0098,1,1.5,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07/15/21,3,Uncorrected,07/15/21,07:46:27am,0,1,0,42.32723095,2.076462632,1381.825,
5747,Picard,42.32486942,2.07495745,1345.153,pa0101,pa0101,1,PA0101,4,3,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,3.5,Uncorrected,06/26/21,08:30:17am,0,1,0,42.32486942,2.07495745,1345.153,
7406,Crusher,42.32610258,2.075922658,1380.451,pa0106,pa0106,1,PA0106,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07.07.21,2.8,Uncorrected,07.07.21,09:46:40am,0,1,0,42.32610258,2.075922658,1380.451,
7410,Crusher,42.32615657,2.075945999,1378.959,pa0107,pa0107,1,PA0107,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07.07.21,2.8,Uncorrected,07.07.21,09:49:32am,0,1,0,42.32615657,2.075945999,1378.959,
5753,Picard,42.32468884,2.074603668,1340.907,pa0141,pa0142,0,PA0141,3,-1.5,South,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,3.6,Uncorrected,06/26/21,08:36:48am,0,1,1,42.32468884,2.074603668,1340.907,matching error
5749,Picard,42.32485359,2.074944033,1348.234,pa0143,pa0143,1,PA0143,4,4,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,8.1,Uncorrected,06/26/21,08:31:39am,0,1,0,42.32485359,2.074944033,1348.234,
7405,Crusher,42.32610023,2.075927216,1379.222,pa0163,pa0163,1,PA0163,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,07.07.21,3.7,Uncorrected,07.07.21,09:46:06am,0,1,0,42.32610023,2.075927216,1379.222,
3529,Crusher,42.32625325,2.083771469,1342.442,pa0177,pa0177,1,PA0177,0,1.5,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.11.21,7.3,Uncorrected,06.11.21,08:34:13am,0,1,0,42.32625325,2.083771469,1342.442,
5743,Picard,42.32522349,2.075732358,1355.753,pa0182,pa0182,1,PA0182,3,3.5,West,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,5.4,Uncorrected,06/26/21,08:24:17am,0,1,0,42.32522349,2.075732358,1355.753,
617,Picard,42.32149397,2.070947702,1203.925,pa0212,pa0212,1,PA0212,2,0.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,3.9,Uncorrected,05/18/21,12:45:33pm,0,3,0,42.32148851,2.07094309,1203.450667,
675,Picard,42.32163203,2.070654737,1203.648,pa0235,pa0235,1,PA0235,3.2,2.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,5,Uncorrected,05/18/21,01:29:30pm,0,3,0,42.32162603,2.070652748,1204.102,
5754,Picard,NA,NA,NA,pa0255,pa0255,1,PA0255,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/26/21,0,Unknown Correction,06/26/21,09:22:08am,,1,0,NA,NA,NA,
4082,Picard,42.33112658,2.074302625,1423.181,pa0282,pa0282,1,PA0282,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,4.2,Uncorrected,06/15/21,10:34:29am,0,1,0,42.33112658,2.074302625,1423.181,
5,Crusher,42.32326077,2.076719187,1200.315,pA0283,pA0283,1,PA0283,3,3.5,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,2.3,Uncorrected,05/15/21,02:24:45pm,0,1,0,42.32326077,2.076719187,1200.315,
63,Picard,42.32331711,2.076884631,1191.85,pa0291,pa0291,1,PA0291,1,3.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,13.9,Uncorrected,05/15/21,11:33:09am,0,1,0,42.32331711,2.076884631,1191.85,
248,Picard,42.32273134,2.074266401,1194.025,pA0293,pA0293,1,PA0293,1.1,0,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,1.8,Uncorrected,05/16/21,03:05:18pm,0,1,0,42.32273134,2.074266401,1194.025,
86,Picard,42.32329092,2.076733782,1188.927,pA0295,pA0295,1,PA0295,0.5,0,NW,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,3.5,Uncorrected,05/15/21,12:04:48pm,0,1,0,42.32329092,2.076733782,1188.927,
18,Crusher,42.32323617,2.076638022,1196.577,pA0299,pA0299,1,PA0299,2,3.5,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,50.7,Uncorrected,05/15/21,03:06:32pm,0,1,0,42.32323617,2.076638022,1196.577,
5853,Picard,42.32265388,2.076486177,1179.988,pa0304,pa0304,1,PA0304,1.5,-0.5,East,Alive,2,0,6,93,8,< 1 week,no,0,0,0,0,,flower,roadside,06/27/21,2.8,Uncorrected,06/27/21,07:25:22am,0,1,0,42.32265388,2.076486177,1179.988,
5858,Picard,42.32264577,2.076529761,1182.6,pa0305,pa0305,1,PA0305,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/27/21,2.9,Uncorrected,06/27/21,07:35:17am,0,1,0,42.32264577,2.076529761,1182.6,
2793,Carol,42.32265498,2.076498373,1178.483,pa0309,pa0309,1,PA0309,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06.05.21,3,Uncorrected,06.05.21,03:05:02pm,0,1,0,42.32265498,2.076498373,1178.483,
5847,Picard,42.32264073,2.076537701,1185.68,pa0310,pa0310,1,PA0310,0.5,-1,South,Alive,2,0,2,88,17,< 1 week,yes,0,0,0,0,,flower,roadside,06/27/21,10,Uncorrected,06/27/21,07:13:12am,0,1,0,42.32264073,2.076537701,1185.68,
6320,Crusher,42.32653479,2.079298634,1359.168,pa0314,pa0314,1,PA0314,0,0,,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,07.01.21,3.1,Uncorrected,07.01.21,03:27:48pm,0,3,0,42.3265336,2.079299292,1359.055667,
5852,Picard,42.32263947,2.076450916,1181.376,pa0317,pa0317,1,PA0317,0,0,,Alive,4,3,7,80,9,< 1 week,yes,1,0,0,0,,flower,roadside,06/27/21,4.1,Uncorrected,06/27/21,07:24:12am,0,1,0,42.32263947,2.076450916,1181.376,
133,Picard,42.32295537,2.075672505,1187.622,pA0321,pA0321,1,PA0321,0,0,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,5.8,Uncorrected,05/16/21,09:38:12am,0,1,0,42.32295537,2.075672505,1187.622,
163,Picard,42.32286876,2.075416951,1193.874,pA0323,pA0323,1,PA0323,1,0.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,10,Uncorrected,05/16/21,10:30:23am,0,1,0,42.32286876,2.075416951,1193.874,
145,Picard,42.3229159,2.075612893,1191.703,pA0324,pA0324,1,PA0324,0,0,North,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.5,Uncorrected,05/16/21,09:57:23am,0,1,0,42.3229159,2.075612893,1191.703,
117,Picard,42.32295099,2.075862944,1198.481,pA0326,pA0326,1,PA0326,0,0,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.6,Uncorrected,05/16/21,08:41:36am,0,1,0,42.32295099,2.075862944,1198.481,
220,Picard,42.32278485,2.074664251,1194.393,pA0330,pA0330,1,PA0330,1,0,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,4.5,Uncorrected,05/16/21,02:19:59pm,0,1,0,42.32278485,2.074664251,1194.393,
28,Picard,42.32347246,2.07771588,1188.034,pA0331,pA0331,1,PA0331,0.5,1,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,5.4,Uncorrected,05/15/21,10:25:49am,0,1,0,42.32347246,2.07771588,1188.034,
135,Picard,42.32293831,2.07565908,1190.911,pA0333,pA0333,1,PA0333,0,0,North,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,3.6,Uncorrected,05/16/21,09:41:24am,0,1,0,42.32293831,2.07565908,1190.911,
132,Picard,42.32295482,2.075701969,1188.992,pA0335,pA0335,1,PA0335,0,0,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,5,Uncorrected,05/16/21,09:36:37am,0,1,0,42.32295482,2.075701969,1188.992,
6,Crusher,42.32325666,2.076739332,1200.235,pA0336,pA0336,1,PA0336,1,0.5,NW,Alive,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,6.4,Uncorrected,05/15/21,02:26:35pm,0,1,0,42.32325666,2.076739332,1200.235,
5850,Picard,42.32264342,2.076519484,1181.77,pa0337,pa0337,1,PA0337,0,-1,,Alive,2,1,5,76,17,< 1 week,yes,1,0,0,0,,flower,roadside,06/27/21,4,Uncorrected,06/27/21,07:19:45am,0,1,0,42.32264342,2.076519484,1181.77,
35,Picard,42.3234483,2.077529707,1188.241,pA0339,pA0339,1,PA0339,1.5,3,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/15/21,41.6,Uncorrected,05/15/21,10:36:12am,0,1,0,42.3234483,2.077529707,1188.241,
475,Crusher,42.32185821,2.07214211,1199.309,pa0341,pa0341,1,PA0341,0.2,0.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,3.7,Uncorrected,05/18/21,09:42:24am,0,3,0,42.3218472,2.072148684,1200.071,
245,Picard,42.32275238,2.074290548,1199.077,pA0342,pA0342,1,PA0342,0.8,0,NW,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,2.3,Uncorrected,05/16/21,03:03:09pm,0,1,0,42.32275238,2.074290548,1199.077,
269,Picard,42.32263194,2.073948607,1195.967,pa0343,pa0343,1,PA0343,1,0.4,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/17/21,3.7,Uncorrected,05/17/21,12:56:44pm,0,3,0,42.32263173,2.073950049,1196.066333,
569,Picard,42.32189081,2.07223409,1196.53,pa0344,pa0344,1,PA0344,0.4,1.4,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,3.9,Uncorrected,05/18/21,09:29:53am,0,3,0,42.32188937,2.072233139,1197.816,
505,Crusher,42.32174864,2.071769379,1202.956,pa0349,pa0349,1,PA0349,0,1,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,5.5,Uncorrected,05/18/21,10:20:55am,0,3,0,42.32174469,2.071770901,1202.768333,
1348,Crusher,42.32183228,2.072185645,1197.804,pa0350,pa0350,1,PA0350,6.5,1,NW,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/21/21,6.2,Uncorrected,05/21/21,02:50:11pm,0,3,0,42.32183537,2.072189097,1197.82,
260,Picard,42.32268995,2.074119632,1197.012,pA0353,pA0353,1,PA0353,0.5,0,North,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,05/16/21,70,Uncorrected,05/16/21,03:27:41pm,0,1,0,42.32268995,2.074119632,1197.012,
484,Crusher,42.32182634,2.072055041,1201.463,pa0356,pa0356,1,PA0356,0.8,1.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/18/21,3.7,Uncorrected,05/18/21,09:53:34am,0,3,0,42.32182893,2.072051504,1201.241333,
3950,Carol,42.33114853,2.074293744,1421.691,pa0362,pa0362,1,PA0362,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,7.1,Uncorrected,06/15/21,10:04:59am,0,1,0,42.33114853,2.074293744,1421.691,
3929,Carol,42.33285096,2.072857504,1450.95,pa0363,pa0363,1,PA0363,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,4.1,Uncorrected,06/15/21,08:11:58am,0,1,0,42.33285096,2.072857504,1450.95,
4000,Crusher,42.33113183,2.074275333,1419.661,pa0367,pa0367,1,PA0367,0,1,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,3.4,Uncorrected,06/15/21,09:08:35am,0,1,0,42.33113183,2.074275333,1419.661,
3948,Carol,42.3321394,2.073586976,1420.025,pa0377,pa0377,1,PA0377,0,1,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,2,Uncorrected,06/15/21,09:18:49am,0,1,0,42.3321394,2.073586976,1420.025,
6176,Picard,42.33114869,2.07425623,1425.902,pa0379,pa0379,1,PA0379,3,2.5,NE,Alive,2,0,9,62,16,< 1 week,yes,0,0,0,0,,flower,roadside,06/30/21,4.7,Uncorrected,06/30/21,07:38:10am,0,1,0,42.33114869,2.07425623,1425.902,
2087,Crusher,42.32651227,2.079225866,1358.455,pa0385,pa0385,1,PA0385,3,7.5,North,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,05/27/21,5.9,Uncorrected,05/27/21,02:12:40pm,0,3,0,42.32650653,2.079221927,1357.12,
3951,Carol,42.33114788,2.074303683,1424.548,pa0389,pa0389,1,PA0389,0,0,,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,2.9,Uncorrected,06/15/21,10:06:39am,0,1,0,42.33114788,2.074303683,1424.548,
7958,Crusher,42.32562168,2.075739333,1377.513,pa0419,pa0419,1,PA0419,0,0,,Alive,0,0,0,0,0,,no,0,0,0,0,a,flower,roadside,07/13/21,1.9,Uncorrected,07/13/21,07:01:33am,0,3,0,42.32562114,2.075741318,1377.484,
4006,Crusher,42.32928291,2.073854646,1411.871,pa0423,pa0423,1,PA0423,4,2,East,Alive,5,1,11,85,21,< 1 week,yes,0,0,0,0,,flower,roadside,06/15/21,10.1,Uncorrected,06/15/21,09:23:56am,0,1,0,42.32928291,2.073854646,1411.871,
6190,Picard,42.32929029,2.073918775,1411.694,pa0424,pa0424,1,PA0424,3,4,East,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/30/21,16.7,Uncorrected,06/30/21,08:36:22am,0,1,0,42.32929029,2.073918775,1411.694,
4027,Crusher,42.33184275,2.0744662,1421.816,pa0428,pa0428,1,PA0428,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,1.6,Uncorrected,06/15/21,11:08:25am,0,1,0,42.33184275,2.0744662,1421.816,
4025,Crusher,42.33184273,2.074453824,1421.807,pa0429,pa0429,1,PA0429,0,0,,Label only,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,2,Uncorrected,06/15/21,11:07:34am,0,1,0,42.33184273,2.074453824,1421.807,
4010,Crusher,42.32928032,2.073904259,1407.546,pa0430,pa0430,1,PA0430,4,5,East,Dead,0,0,0,0,0,,no,0,0,0,0,,flower,roadside,06/15/21,4.6,Uncorrected,06/15/21,09:39:22am,0,1,0,42.32928032,2.073904259,1407.546,
4008,Crusher,42.32928119,2.073908598,1409.352,pa0431,pa0431,1,PA0431,2,3.3,East,Alive,4,6,6,72,20,< 1 week,yes,0,0,0,0,,flower,roadside,06/15/21,4.6,Uncorrected,06/15/21,09:36:45am,0,1,0,42.32928119,2.073908598,1409.352,
